Country,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
LBY,,,,,,,,,,,,,-1.768813977,-1.401788409,-1.259753139,-1.512728969,-1.59882058,-1.622921588,-1.507578466,-1.315659924,-1.062836689,-1.236723969,-1.614370258,-1.49069721,-1.315201757,-1.358752554,-1.253838128,-1.275149321
LTU,,,,,-1.315351467,-1.329539395,-1.315980657,-1.242728217,-1.13970922,-1.108253165,-1.017380769,-0.731576719,-0.498503093,-0.309128197,-0.201481593,-0.401861932,-0.642195587,-0.47629716,-0.509370463,-0.185540336,-0.097704138,-0.188668556,-0.492933529,-0.482945162,-0.292543505,-0.400919614,-0.158058142,-0.390053882
MDG,,,,,,,0.189453753,-0.24169517,-0.437285147,-0.462311867,-0.399511143,-1.034548799,-1.211038002,-1.479020312,-1.445204344,-1.21996971,-1.129599714,-1.263003614,-1.136314786,-1.452671312,-1.543304489,-1.363557079,-0.76185375,0.182413338,0.119832766,-0.240725174,-0.654639855,-0.867452887
MWI,,,,,-0.261472843,-0.018342671,0.334715885,0.414720096,0.607259262,0.457634899,0.610562854,-0.119007146,-0.247234912,-0.565500793,-0.673756229,-0.560736772,-0.447308906,-0.679142204,-0.463736644,-0.744142605,-0.735262648,-0.374906951,0.156122812,0.656432946,0.543538273,0.333484092,0.148778998,-0.004396949
MYS,,,,,0.006527113,0.002257557,0.062929203,0.012849019,-0.083707039,-0.023265195,0.17355192,0.387976345,0.526828271,0.668596666,0.399703422,0.41641973,0.151815517,0.116951456,0.015035567,0.094319614,0.150955099,-0.158398043,-0.636462722,-1.214915091,-0.918523449,-0.822016313,-0.667554779,-0.603779278
MLI,,,,,,,,,,,-0.056960211,-0.98076396,-1.106511704,-1.511650445,-1.524277544,-1.293592508,-1.104431889,-1.269826967,-1.083919748,-1.387642848,-1.490952744,-1.218551142,-0.589436936,0.375437041,0.017615686,-0.24457759,-0.607432647,-0.762799804
MRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEX,,,,,-0.083773098,0.01441028,-0.089211878,-0.145482988,-0.128732701,-0.186982665,-0.297148243,-0.118829161,-0.104902007,0.038548272,0.150923442,0.064864358,0.10689964,0.09603958,0.141684806,0.231263294,0.28370432,0.312072244,0.193402372,0.184842026,0.361702378,0.47751769,0.666963823,0.549501377
MDA,,,,,-2.253388145,-2.373955168,-2.543196026,-2.472519668,-2.344926712,-2.397401258,-2.599054328,-1.908222041,-1.702410297,-1.196944002,-0.855077311,-1.362395403,-1.42977211,-1.109586743,-1.407755983,-0.985672053,-0.868723114,-1.261695133,-1.716009295,-1.783779619,-1.25934526,-0.575058283,-0.638790276,-0.523313597
MNG,,,,,,,,,,,,,-0.837859136,-0.716824034,-0.919396943,-0.678651003,-0.764872402,-0.972488838,-1.088496234,-1.141595883,-1.207338641,-1.170336986,-0.596966613,0.116187019,0.067127841,-0.016655147,-0.727268197,-0.723358062
MAR,,,,,-0.747836045,-0.854407781,-0.938853759,-0.84713598,-0.887584179,-0.68563605,-0.706435748,-0.374127955,-0.276345604,-0.125522285,0.016789258,-0.130054964,-0.177957778,0.015284269,-0.12026248,0.042948684,0.066157601,-0.316318092,-0.768864378,-1.267483496,-1.23007396,-1.093261704,-0.904242902,-0.925703611
MOZ,,,,,,,,,,,,,,-1.15921108,-1.276342349,-0.773739532,-0.854149745,-0.880671891,-0.789425587,-1.069691998,-1.122000067,-0.909921364,-0.317104141,0.396992084,0.205307942,-0.00424333,-0.312224166,-0.402924977
NAM,,,,,,,,,,,,-0.478858862,-0.735199989,-0.777557407,-0.88458344,,-0.633705623,-0.925999178,-0.799181897,-0.695090385,-0.805437069,-0.783824059,-0.368657475,0.165380674,-0.027319476,-0.265715743,-0.481362887,-0.246260178
NLD,,,,,1.842104177,1.823207443,1.747474829,1.718866426,1.737967204,1.880259005,1.80818759,1.978811431,1.973032075,1.919229185,1.956029065,2.168431921,2.07789821,2.030353108,2.053431511,1.886592307,1.780655503,1.990630734,2.126116424,1.87451344,1.968059876,2.141901777,2.121564656,2.137219536
NZL,,,,,2.101001537,2.072910435,1.983717368,1.947999961,1.938626573,1.876890411,1.893873376,2.037176241,1.988047666,1.870594248,1.701010985,1.944171321,1.956495992,1.844173179,1.883028043,1.702026741,1.683813562,1.854915007,1.920771955,1.700042974,1.640602787,1.579459408,1.608846075,1.619710362
NIC,,,,,,,,,,,,,,,,,,,,,,,-0.395622923,0.656797768,0.311097004,,,
NER,,,,,,,,,,,,,,,,-1.088320545,-1.063402928,-1.340123604,-1.263617252,-1.502182004,-1.481976659,-1.168056486,-0.534603805,0.299237012,-0.27326363,-0.535504101,,
NGA,,,,,0.031752458,0.161156952,0.24590662,0.175889261,0.244974982,0.359434768,0.372045777,0.050031298,-0.060048697,-0.230412929,-0.247949943,-0.165271374,-0.148795658,-0.170815961,-0.050074445,-0.082360451,0.025621366,0.09275664,0.17992474,0.053434742,0.017007468,0.047046445,0.06710019,0.082828911
PRK,,,,,,,,,,,,,,,,,,,,,,,,,-3.50036302,-3.356955178,-2.794636886,
MKD,,,,,-1.830536598,-1.848310545,-2.211051833,-2.097403358,-1.826424034,-1.836883073,-1.551380558,-1.213045729,-0.838750133,-0.609589266,-0.566378175,-0.667018905,-0.623121975,-0.488372135,-0.557418569,-0.363408892,-0.314388702,-0.446977518,-0.500520347,-0.841314315,-0.680836653,-0.466172102,-0.493490962,-0.466523049
NOR,,,,,1.71216446,1.617419655,1.590358707,1.747024682,1.751942854,1.715681066,1.732241309,1.824511829,1.721233662,1.765135213,1.725799164,1.896658666,1.948197881,1.890639714,1.895513898,1.772512813,1.623445735,1.755736973,1.801465614,1.548819952,1.588564217,1.617136647,1.679336811,1.65567214
OMN,,,,,-1.151819375,-1.093167046,-0.717460582,-0.729292423,-0.685545927,-0.59244685,-0.652920107,-0.397842235,-0.397974108,-0.243060949,-0.266051287,-0.398844221,-0.534943324,-0.514873233,-0.56905597,-0.531890203,-0.397137231,-0.350649802,-0.494352264,-0.738187062,-0.689676112,-0.780103095,-0.680096579,-0.793176659
PAK,,,,,-0.424507808,-0.405147697,-0.392086532,-0.256126541,-0.255032033,-0.34352489,-0.250863207,-0.605112416,-0.582408442,-0.438273442,-0.394303777,-0.426894802,-0.478421491,-0.508367567,-0.438542754,-0.352442501,-0.384898275,-0.572639635,-0.956909763,-1.455554432,-1.067432824,-1.041393696,-0.705180046,-0.639086509
PAN,,,,,-0.230483212,-0.217486492,-0.140525801,-0.016841555,-0.319291207,-0.308873774,-0.05954136,-0.582672165,-0.762532201,-0.902535919,-1.024000201,-0.804833859,-0.789593233,-0.754322458,-0.669478033,-0.776222936,-0.868862527,-0.810609842,-0.169100627,0.470959127,0.350726714,0.471441141,0.126128467,0.348215399
PNG,,,,,-0.416576398,-0.435020442,-0.443269504,-0.356417101,-0.233050411,-0.319340966,-0.261367801,-1.113963483,-1.266083701,-1.511550682,-1.483781558,-1.273900032,-1.1034058,-1.191268667,-1.162926158,-1.440024923,-1.56346501,-1.455336059,-0.940985748,0.238637453,0.133472496,-0.007783951,-0.760920577,-0.7157613
PRY,,,,,,,,,,,,,,,,,,,,,-0.755988117,-0.548910074,-0.522916146,-0.259082365,0.205404231,0.86806858,0.554214981,0.699375028
PER,,,,,-0.343758157,-0.016965571,0.217751961,0.104577449,0.182785995,0.230814487,0.322940221,-0.105148703,-0.104009648,-0.115817593,-0.224416267,0.012490335,0.189982913,0.220701189,0.04971491,-0.096560208,0.036137023,0.364471635,0.511299948,0.585132098,0.361351444,0.167916444,0.119520351,-0.006588942
PHL,,,,,0.120948552,0.124579532,0.410194666,0.362274931,0.397805467,0.298409367,0.459642877,0.034952139,-0.072470153,-0.224257846,-0.402247821,-0.142041923,-0.08036704,-0.179662571,0.014326802,0.026091381,-0.054806161,-0.076404765,-0.042904921,8.85794E-05,-0.195548222,-0.193489864,-0.303087567,-0.200558191
POL,,,,,-0.413996684,-0.395562919,-0.597547513,-0.519873345,-0.628258651,-0.478262486,-0.446404683,0.050519161,0.191527975,0.349607329,0.432498981,0.240278128,0.1984625,0.434113822,0.355416909,0.365494366,0.439580086,0.406040986,0.132302439,-0.249128647,-0.034468267,0.188513636,0.409109165,0.535822242
PRT,,,,,-0.273651989,-0.343028207,-0.412204355,-0.3035704,-0.405666048,-0.242387389,-0.210370287,0.184423283,0.330234108,0.533575341,0.540454384,0.434797007,0.478379364,0.614770897,0.563741464,0.732864063,0.819867801,0.672493676,0.653469528,0.405308163,0.599563195,0.816191257,0.855364145,0.882814248
QAT,,,,,,,,,,-2.125021454,-1.733638907,-1.019162074,-0.450544175,0.05946235,0.266702675,0.119627156,0.036447047,0.305274171,0.247185106,0.81482043,0.954211338,0.706767444,0.088032865,-0.548095253,-0.290547501,-0.199676685,-0.014823964,-0.09727311
COG,,,,,,,,,,,,-0.859095425,-1.040096286,-1.223134248,-1.374525446,-1.049830351,-0.846167572,-0.992505859,-1.036816182,-1.278607953,-1.296365234,-0.851782489,-0.363199636,0.414297496,0.298120215,0.022950714,-0.290816042,-0.534219681
ROU,,,,,-1.135430564,-1.178355173,-1.45270385,-1.340392416,-1.360355985,-1.157992097,-1.323729426,-0.707607566,-0.394725138,0.181342162,0.381301298,-0.01818317,-0.055707567,0.323963465,0.236107718,0.485350901,0.571327984,0.25202655,-0.116505205,-0.706183989,-0.482177687,-0.349595036,-0.073654476,-0.396331708
RUS,,,,,-0.546827673,-0.753052975,-0.891055112,-0.891907852,-0.90123323,-0.744077098,-0.949001472,-0.370372234,-0.179197536,0.06587896,0.205785888,-0.045451979,0.014555475,0.110762133,0.120283067,0.336887499,0.551412831,0.389984627,-0.048484485,-0.65508986,-0.461294666,-0.309383357,-0.089346934,-0.047282738
SAU,,,,,0.395072546,0.344317945,0.025112653,-0.023742887,-0.151877171,-0.048089518,-0.1689991,0.020105987,0.264056608,0.316861288,0.335668757,-0.007193361,-0.161759503,-0.231897972,-0.410110218,-0.112915145,0.007100027,-0.273859819,-0.916518872,-1.431148389,-1.042916044,-0.774804359,-0.428370796,-0.446889752
SEN,,,,,-0.070418268,-0.067530309,0.24716399,0.085518673,0.326333132,0.154305385,0.380019238,-0.468378062,-0.737590085,-0.993108402,-1.225443228,-0.963219866,-0.72476198,-0.845924474,-0.795510574,-0.993315157,-1.151897331,-0.881780727,-0.307870873,0.256057805,0.179178552,-0.052501867,-0.464213358,-0.667891439
SRB,,,,,-0.855304888,-0.928678234,-1.01815354,-0.974365882,-1.327776827,-0.979511647,-1.071217176,-0.658660915,-0.462368629,-0.19247348,-0.013549538,-0.283847364,-0.334352824,-0.224692218,-0.325027468,-0.059878845,0.137617829,0.028417755,-0.285467911,-0.657336335,-0.367109284,-0.172393889,-0.038233681,-0.140912624
SLE,,,,,,,,,,,,,,,,,,,,,,-1.165124104,-0.760718504,0.64131335,0.166934532,-0.12904832,-0.485287597,-0.510498779
SGP,,,,,0.837499806,0.701095206,0.509965461,0.480567658,0.251800372,0.404586238,0.3423119,0.953955912,1.015708306,1.082390526,1.072965199,0.787783709,0.652239168,0.780958637,0.748274606,0.894118127,1.017662855,0.785734346,0.154676411,-0.666453767,-0.419152362,-0.218676201,0.309547907,0.484007698
SVK,,,,,-0.625555738,-0.520535239,-0.508552098,-0.58587579,-0.630071621,-0.498170525,-0.538754004,-0.266248862,-0.244994004,-0.179289005,-0.173459181,-0.260634471,-0.31676613,-0.165868666,-0.231942459,0.07105029,0.064852566,-0.044585175,-0.160214882,-0.461096569,-0.349634888,-0.503493737,-0.388308359,-0.584512035
SVN,,,,,-0.45336796,-0.454029417,-0.390117112,-0.327342479,-0.491686534,-0.340569287,-0.289974156,0.244198165,0.260657855,0.411307385,0.493108696,0.336696774,0.239757091,0.396252303,0.260089368,0.34337529,0.388702638,0.262830521,0.094915464,-0.271016093,0.016025022,-0.027633749,0.041888597,0.031478578
ZAF,,,,,1.328175497,1.350122955,1.367517547,1.43643868,1.412126778,1.435080584,1.441311015,1.398783848,1.168528452,1.041606613,0.868232722,0.943099196,1.054067586,1.006094687,1.024310362,1.002670695,0.987348008,1.180644864,1.359999285,1.229912536,1.192672027,1.16653372,1.186089481,1.112914536
KOR,,,,,-0.222772076,-0.317680386,-0.698028969,-0.630006917,-0.797244792,-0.683547072,-0.767589501,-0.336469003,-0.214424612,-0.009070943,0.125763168,0.0098749,0.02193456,0.250934571,0.156771946,0.236936801,0.534311867,0.247528845,-0.215859451,-0.820222618,-0.402041442,-0.191071921,-0.063389305,-0.044158049
SSD,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP,,,,,0.71900196,0.661874432,0.598631984,0.592763859,0.585971759,0.677530069,0.746971736,0.913650796,0.916254977,1.144314895,1.320795877,1.362208676,1.431826422,1.4409564,1.464477702,1.44485621,1.378063805,1.504786302,1.525106397,1.270048275,1.506620326,1.590546935,1.647280554,1.727795624
LKA,,,,,-0.446198757,-0.179041305,0.12151572,0.040046937,-0.063580038,-0.1760839,-0.0284649,-0.295111509,-0.317206036,-0.323679784,-0.294839759,-0.163308665,-0.192230752,-0.266352991,-0.279732943,-0.391814392,-0.373904746,-0.339450424,-0.533802672,-0.375097128,-0.607523706,-0.63189214,-0.622521931,-0.734543636
SDN,,,,,-0.330778478,-0.30708433,-0.002699032,-0.036671019,0.079941235,-0.129063715,-0.036908945,-0.77232906,-0.777687518,-1.171559935,-1.314333697,-1.065272,-1.083893055,-0.933178382,-0.978187401,-1.161494692,-1.098411923,-1.188369241,-1.12569902,-0.939448581,-1.073057295,-0.864468052,-0.876254995,-1.123954896
SWE,,,,,1.467915471,1.517836359,1.406918024,1.306286952,1.407267472,1.502245452,1.529181151,1.791989388,1.81855805,1.847156644,1.852616785,1.964325701,1.963540395,1.861491036,1.849350108,1.738408873,1.671436969,1.855696631,2.046244577,1.792650107,1.809968105,1.887850258,1.945252489,1.993371138
CHE,,,,,0.74205231,0.685123803,0.770332359,0.885567105,0.846985005,0.972466524,0.942960393,1.09135503,1.232801258,1.205383249,1.183477708,1.457130482,1.527978603,1.415844752,1.48089932,1.346989938,1.371086246,1.625760113,1.686449511,1.595343644,1.731219102,1.938591175,1.938593827,1.936846005
SYR,,,,,-0.580609594,-0.462941054,-0.552448609,-0.75590842,-0.359055405,-0.72375085,-0.656873104,-0.872349352,-0.875908704,-0.895660452,-0.862801172,-0.992542199,-0.94931024,-1.063809647,-0.874069668,-0.977247669,-1.132614605,-1.232157891,-1.446698938,-1.765859425,-1.946311666,-1.846381162,-1.699808384,-1.889192948
TJK,,,,,,,,,,,,,,,,,,,,,,,,,,-1.409710158,-1.456715141,
TZA,,,,,0.101950081,0.387807031,0.680935888,0.479819521,0.453480855,0.271962578,0.407953197,-0.100299957,-0.177422268,-0.353344397,-0.508990519,-0.475160449,-0.407530625,-0.402315444,-0.255225065,-0.375615708,-0.36612597,-0.284834295,0.1539006,0.571411972,0.510869141,0.365385184,0.207364297,0.044753821
THA,,,,,0.330933646,0.298273319,0.284976439,0.300481599,0.183462897,0.201908571,0.231930229,0.160868392,0.121572776,0.010573882,-0.00960894,-0.158551449,-0.328131068,-0.390635495,-0.456463073,-0.402419892,-0.355139199,-0.424258163,-0.437797639,-0.641476057,-0.556735314,-0.531015081,-0.221579907,-0.147474364
TGO,,,,,,,,,,,,,,,,,,,,,,,,,,-0.998618666,-1.408218267,
TUN,,,,,-0.906507872,-0.91019426,-0.959893473,-0.921498668,-0.713270162,-0.57954042,-0.489975612,-0.130410926,-0.105173198,0.110446839,0.172013207,0.020687318,0.097052521,0.230579858,0.106082878,0.181680607,0.164160348,-0.08727156,-0.747949357,-1.459601032,-1.045349152,-1.086430205,-0.750089201,-0.731701664
TUR,,,,,0.48728769,0.504123369,0.463709547,0.494711932,0.522631225,0.708176074,0.555957696,0.830925997,0.789298966,0.827941174,0.883720129,0.793657969,0.799909709,0.871084281,0.858571435,0.861921724,0.917753526,0.973614161,0.759136907,0.26768277,0.366966598,0.59361611,0.959215654,0.892919965
TKM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UGA,,,,,0.026483082,0.465474968,0.753266958,0.611074207,0.632525499,0.497997179,0.607173556,0.044268685,-0.183382387,-0.485765736,-0.579988414,-0.36533172,-0.41361512,-0.383614486,-0.133751817,-0.324222523,-0.329257961,-0.082136306,0.499257271,0.842762452,0.761641069,0.600322948,0.404472983,0.178216573
UKR,,,,,-1.189543728,-1.204700569,-1.327335651,-1.355922513,-1.450066847,-1.243203251,-1.388197135,-0.872898023,-0.721048565,-0.37351429,-0.154385592,-0.495733474,-0.427600928,-0.276850598,-0.394378138,-0.040610968,0.226959171,-0.302034598,-1.058727933,-1.531224284,-1.218182069,-0.967450578,-0.807776787,-0.768167691
ARE,,,,,-0.316597748,-0.085395751,0.04887922,0.034680427,-0.166868047,0.152495304,0.116902743,0.708583077,0.714586268,0.723528886,0.624453224,0.608700845,0.56923785,0.575753871,0.539605369,0.901678935,0.90270895,0.445433349,-0.071018913,-0.678128679,-0.526300161,-0.401664158,-0.142490153,-0.198968698
GBR,,,,,2.793488709,2.780394392,2.590723796,2.573779147,2.551290105,2.568726764,2.534692225,2.692669339,2.636980495,2.456373364,2.365757229,2.548926236,2.564460247,2.435908932,2.494991435,2.259593991,2.172553662,2.411629157,2.56883395,2.250022337,2.24958052,2.370424665,2.393815741,2.412753139
USA,,,,,2.885442082,2.864380199,2.624232102,2.631627558,2.592118307,2.570392209,2.56565896,2.810803338,2.808999506,2.603221664,2.493250538,2.76764161,2.675898445,2.59658526,2.578641457,2.36278726,2.269663888,2.515640154,2.715014153,2.303739031,2.310615698,2.400994264,2.4789736,2.494493088
URY,,,,,-0.236823531,-0.152429958,-0.090855201,0.037117304,0.04325957,0.070516255,0.231532451,-0.030268708,-0.02835036,-0.090927779,-0.111412363,0.092372861,0.044251144,-0.05231317,0.071666695,-0.006589934,-0.168542993,-0.040736898,-0.014551848,0.176561446,0.154007423,0.319620117,0.257518462,-0.072245109
UZB,,,,,-1.727447631,-1.832459168,-1.938668716,-1.988510435,-1.743466089,-1.547670844,-1.495933544,-1.405638841,-1.332969615,-1.187569411,-1.03279685,-1.114240872,-1.146659491,-0.916699515,-1.096608046,-0.855723212,-0.838546118,-0.974835534,-1.173776655,-0.914604792,-1.157883339,-1.438894612,-1.265182198,-1.279036743
VEN,,,,,-0.428902996,-0.56378911,-0.522983452,-0.608094511,-0.536345145,-0.501784385,-0.605898954,-0.634782892,-0.462648858,-0.30857931,-0.262413593,-0.346162079,-0.381382084,-0.438771916,-0.427062232,-0.410019061,-0.548774214,-0.470328383,-0.483963812,-0.467127678,-0.314030601,-0.291701988,-0.459958123,-0.507983957
VNM,,,,,-0.767026265,-0.719956103,-0.699771648,-0.48576681,-0.423212242,-0.363229681,-0.111426949,-0.177432744,-0.24699009,-0.402711508,-0.370863481,-0.478908111,-0.454933313,-0.413209219,-0.501852941,-0.33544072,-0.322716852,-0.540906098,-0.845911455,-1.147230725,-1.13385529,-1.159622016,-0.977233756,-0.848101577
YEM,,,,,,,,,,,,,,,,-1.135543534,-1.236659873,-1.214564617,-1.243032464,-1.14586843,-0.744881371,-0.832518464,-1.262939549,-1.422919243,-1.758005876,-1.541295134,-1.402010042,-1.56514535
ZMB,,,,,,-0.087699299,0.264275945,0.513648537,0.499051625,0.280318974,0.353739203,-0.575256337,-0.623485815,-0.560367669,-0.744032349,-0.346128543,-0.5000671,-0.767533139,-0.543401,-0.910319031,-0.948239973,-0.559634434,-0.192679696,0.440424425,0.193312775,0.121554133,-0.133367645,-0.33487053
ZWE,,,,,0.585495336,0.643833966,0.831240526,0.635577155,0.576690234,0.340260793,0.308919923,-0.371329628,-0.518605158,-0.814957251,-0.91087645,-0.622540781,-0.600913297,-0.719592748,-0.660624244,-0.635991356,-0.872504696,-0.648750169,-0.126493542,0.391685469,0.234482787,0.01773237,-0.318705055,-0.408920309